"";"table";"number";"date";"currency.name";"currency.code";"currency.mid";"trading_date";"currency.ask";"currency.bid"
"1";"A";"001/A/NBP/2017";"2017-01-02";"bat (Tajlandia)";"THB";0,1175;NA;NA;NA
"2";"A";"001/A/NBP/2017";"2017-01-02";"dolar amerykañski";"USD";4,2106;NA;NA;NA
"3";"A";"001/A/NBP/2017";"2017-01-02";"dolar australijski";"AUD";3,0187;NA;NA;NA
"4";"A";"001/A/NBP/2017";"2017-01-02";"dolar Hongkongu";"HKD";0,5428;NA;NA;NA
"5";"A";"001/A/NBP/2017";"2017-01-02";"dolar kanadyjski";"CAD";3,1402;NA;NA;NA
"6";"A";"001/A/NBP/2017";"2017-01-02";"dolar nowozelandzki";"NZD";2,9146;NA;NA;NA
"7";"A";"001/A/NBP/2017";"2017-01-02";"dolar singapurski";"SGD";2,9039;NA;NA;NA
"8";"A";"001/A/NBP/2017";"2017-01-02";"euro";"EUR";4,4157;NA;NA;NA
"9";"A";"001/A/NBP/2017";"2017-01-02";"forint (Wêgry)";"HUF";0,01427;NA;NA;NA
"10";"A";"001/A/NBP/2017";"2017-01-02";"frank szwajcarski";"CHF";4,1209;NA;NA;NA
"11";"A";"001/A/NBP/2017";"2017-01-02";"funt szterling";"GBP";5,1925;NA;NA;NA
"12";"A";"001/A/NBP/2017";"2017-01-02";"hrywna (Ukraina)";"UAH";0,1554;NA;NA;NA
"13";"A";"001/A/NBP/2017";"2017-01-02";"jen (Japonia)";"JPY";0,035858;NA;NA;NA
"14";"A";"001/A/NBP/2017";"2017-01-02";"korona czeska";"CZK";0,1634;NA;NA;NA
"15";"A";"001/A/NBP/2017";"2017-01-02";"korona duñska";"DKK";0,5938;NA;NA;NA
"16";"A";"001/A/NBP/2017";"2017-01-02";"korona islandzka";"ISK";0,037076;NA;NA;NA
"17";"A";"001/A/NBP/2017";"2017-01-02";"korona norweska";"NOK";0,4876;NA;NA;NA
"18";"A";"001/A/NBP/2017";"2017-01-02";"korona szwedzka";"SEK";0,4626;NA;NA;NA
"19";"A";"001/A/NBP/2017";"2017-01-02";"kuna (Chorwacja)";"HRK";0,5847;NA;NA;NA
"20";"A";"001/A/NBP/2017";"2017-01-02";"lej rumuñski";"RON";0,9726;NA;NA;NA
"21";"A";"001/A/NBP/2017";"2017-01-02";"lew (Bu³garia)";"BGN";2,2577;NA;NA;NA
"22";"A";"001/A/NBP/2017";"2017-01-02";"lira turecka";"TRY";1,1904;NA;NA;NA
"23";"A";"001/A/NBP/2017";"2017-01-02";"nowy izraelski szekel";"ILS";1,0936;NA;NA;NA
"24";"A";"001/A/NBP/2017";"2017-01-02";"peso chilijskie";"CLP";0,006289;NA;NA;NA
"25";"A";"001/A/NBP/2017";"2017-01-02";"peso filipiñskie";"PHP";0,0847;NA;NA;NA
"26";"A";"001/A/NBP/2017";"2017-01-02";"peso meksykañskie";"MXN";0,2036;NA;NA;NA
"27";"A";"001/A/NBP/2017";"2017-01-02";"rand (Republika Po³udniowej Afryki)";"ZAR";0,3062;NA;NA;NA
"28";"A";"001/A/NBP/2017";"2017-01-02";"real (Brazylia)";"BRL";1,2938;NA;NA;NA
"29";"A";"001/A/NBP/2017";"2017-01-02";"ringgit (Malezja)";"MYR";0,9387;NA;NA;NA
"30";"A";"001/A/NBP/2017";"2017-01-02";"rubel rosyjski";"RUB";0,0687;NA;NA;NA
"31";"A";"001/A/NBP/2017";"2017-01-02";"rupia indonezyjska";"IDR";0,00031255;NA;NA;NA
"32";"A";"001/A/NBP/2017";"2017-01-02";"rupia indyjska";"INR";0,061827;NA;NA;NA
"33";"A";"001/A/NBP/2017";"2017-01-02";"won po³udniowokoreañski";"KRW";0,003487;NA;NA;NA
"34";"A";"001/A/NBP/2017";"2017-01-02";"yuan renminbi (Chiny)";"CNY";0,6063;NA;NA;NA
"35";"A";"001/A/NBP/2017";"2017-01-02";"SDR (MFW)";"XDR";5,6315;NA;NA;NA
"36";"A";"002/A/NBP/2017";"2017-01-03";"bat (Tajlandia)";"THB";0,1178;NA;NA;NA
"37";"A";"002/A/NBP/2017";"2017-01-03";"dolar amerykañski";"USD";4,2271;NA;NA;NA
"38";"A";"002/A/NBP/2017";"2017-01-03";"dolar australijski";"AUD";3,0477;NA;NA;NA
"39";"A";"002/A/NBP/2017";"2017-01-03";"dolar Hongkongu";"HKD";0,5453;NA;NA;NA
"40";"A";"002/A/NBP/2017";"2017-01-03";"dolar kanadyjski";"CAD";3,1494;NA;NA;NA
"41";"A";"002/A/NBP/2017";"2017-01-03";"dolar nowozelandzki";"NZD";2,9309;NA;NA;NA
"42";"A";"002/A/NBP/2017";"2017-01-03";"dolar singapurski";"SGD";2,9163;NA;NA;NA
"43";"A";"002/A/NBP/2017";"2017-01-03";"euro";"EUR";4,4002;NA;NA;NA
"44";"A";"002/A/NBP/2017";"2017-01-03";"forint (Wêgry)";"HUF";0,014226;NA;NA;NA
"45";"A";"002/A/NBP/2017";"2017-01-03";"frank szwajcarski";"CHF";4,1137;NA;NA;NA
"46";"A";"002/A/NBP/2017";"2017-01-03";"funt szterling";"GBP";5,1975;NA;NA;NA
"47";"A";"002/A/NBP/2017";"2017-01-03";"hrywna (Ukraina)";"UAH";0,1561;NA;NA;NA
"48";"A";"002/A/NBP/2017";"2017-01-03";"jen (Japonia)";"JPY";0,035802;NA;NA;NA
"49";"A";"002/A/NBP/2017";"2017-01-03";"korona czeska";"CZK";0,1629;NA;NA;NA
"50";"A";"002/A/NBP/2017";"2017-01-03";"korona duñska";"DKK";0,592;NA;NA;NA
"51";"A";"002/A/NBP/2017";"2017-01-03";"korona islandzka";"ISK";0,036961;NA;NA;NA
"52";"A";"002/A/NBP/2017";"2017-01-03";"korona norweska";"NOK";0,488;NA;NA;NA
"53";"A";"002/A/NBP/2017";"2017-01-03";"korona szwedzka";"SEK";0,4611;NA;NA;NA
"54";"A";"002/A/NBP/2017";"2017-01-03";"kuna (Chorwacja)";"HRK";0,5818;NA;NA;NA
"55";"A";"002/A/NBP/2017";"2017-01-03";"lej rumuñski";"RON";0,9714;NA;NA;NA
"56";"A";"002/A/NBP/2017";"2017-01-03";"lew (Bu³garia)";"BGN";2,2498;NA;NA;NA
"57";"A";"002/A/NBP/2017";"2017-01-03";"lira turecka";"TRY";1,1768;NA;NA;NA
"58";"A";"002/A/NBP/2017";"2017-01-03";"nowy izraelski szekel";"ILS";1,0977;NA;NA;NA
"59";"A";"002/A/NBP/2017";"2017-01-03";"peso chilijskie";"CLP";0,006309;NA;NA;NA
"60";"A";"002/A/NBP/2017";"2017-01-03";"peso filipiñskie";"PHP";0,085;NA;NA;NA
"61";"A";"002/A/NBP/2017";"2017-01-03";"peso meksykañskie";"MXN";0,2041;NA;NA;NA
"62";"A";"002/A/NBP/2017";"2017-01-03";"rand (Republika Po³udniowej Afryki)";"ZAR";0,3072;NA;NA;NA
"63";"A";"002/A/NBP/2017";"2017-01-03";"real (Brazylia)";"BRL";1,2875;NA;NA;NA
"64";"A";"002/A/NBP/2017";"2017-01-03";"ringgit (Malezja)";"MYR";0,9416;NA;NA;NA
"65";"A";"002/A/NBP/2017";"2017-01-03";"rubel rosyjski";"RUB";0,0695;NA;NA;NA
"66";"A";"002/A/NBP/2017";"2017-01-03";"rupia indonezyjska";"IDR";0,00031382;NA;NA;NA
"67";"A";"002/A/NBP/2017";"2017-01-03";"rupia indyjska";"INR";0,061887;NA;NA;NA
"68";"A";"002/A/NBP/2017";"2017-01-03";"won po³udniowokoreañski";"KRW";0,003504;NA;NA;NA
"69";"A";"002/A/NBP/2017";"2017-01-03";"yuan renminbi (Chiny)";"CNY";0,6082;NA;NA;NA
"70";"A";"002/A/NBP/2017";"2017-01-03";"SDR (MFW)";"XDR";5,6117;NA;NA;NA
"71";"A";"003/A/NBP/2017";"2017-01-04";"bat (Tajlandia)";"THB";0,1174;NA;NA;NA
"72";"A";"003/A/NBP/2017";"2017-01-04";"dolar amerykañski";"USD";4,2037;NA;NA;NA
"73";"A";"003/A/NBP/2017";"2017-01-04";"dolar australijski";"AUD";3,0539;NA;NA;NA
"74";"A";"003/A/NBP/2017";"2017-01-04";"dolar Hongkongu";"HKD";0,542;NA;NA;NA
"75";"A";"003/A/NBP/2017";"2017-01-04";"dolar kanadyjski";"CAD";3,1429;NA;NA;NA
"76";"A";"003/A/NBP/2017";"2017-01-04";"dolar nowozelandzki";"NZD";2,9167;NA;NA;NA
"77";"A";"003/A/NBP/2017";"2017-01-04";"dolar singapurski";"SGD";2,9079;NA;NA;NA
"78";"A";"003/A/NBP/2017";"2017-01-04";"euro";"EUR";4,3877;NA;NA;NA
"79";"A";"003/A/NBP/2017";"2017-01-04";"forint (Wêgry)";"HUF";0,014207;NA;NA;NA
"80";"A";"003/A/NBP/2017";"2017-01-04";"frank szwajcarski";"CHF";4,0978;NA;NA;NA
"81";"A";"003/A/NBP/2017";"2017-01-04";"funt szterling";"GBP";5,1596;NA;NA;NA
"82";"A";"003/A/NBP/2017";"2017-01-04";"hrywna (Ukraina)";"UAH";0,1571;NA;NA;NA
"83";"A";"003/A/NBP/2017";"2017-01-04";"jen (Japonia)";"JPY";0,035712;NA;NA;NA
"84";"A";"003/A/NBP/2017";"2017-01-04";"korona czeska";"CZK";0,1624;NA;NA;NA
"85";"A";"003/A/NBP/2017";"2017-01-04";"korona duñska";"DKK";0,5902;NA;NA;NA
"86";"A";"003/A/NBP/2017";"2017-01-04";"korona islandzka";"ISK";0,036965;NA;NA;NA
"87";"A";"003/A/NBP/2017";"2017-01-04";"korona norweska";"NOK";0,4871;NA;NA;NA
"88";"A";"003/A/NBP/2017";"2017-01-04";"korona szwedzka";"SEK";0,4605;NA;NA;NA
"89";"A";"003/A/NBP/2017";"2017-01-04";"kuna (Chorwacja)";"HRK";0,58;NA;NA;NA
"90";"A";"003/A/NBP/2017";"2017-01-04";"lej rumuñski";"RON";0,9708;NA;NA;NA
"91";"A";"003/A/NBP/2017";"2017-01-04";"lew (Bu³garia)";"BGN";2,2434;NA;NA;NA
"92";"A";"003/A/NBP/2017";"2017-01-04";"lira turecka";"TRY";1,1743;NA;NA;NA
"93";"A";"003/A/NBP/2017";"2017-01-04";"nowy izraelski szekel";"ILS";1,0911;NA;NA;NA
"94";"A";"003/A/NBP/2017";"2017-01-04";"peso chilijskie";"CLP";0,006239;NA;NA;NA
"95";"A";"003/A/NBP/2017";"2017-01-04";"peso filipiñskie";"PHP";0,0847;NA;NA;NA
"96";"A";"003/A/NBP/2017";"2017-01-04";"peso meksykañskie";"MXN";0,199;NA;NA;NA
"97";"A";"003/A/NBP/2017";"2017-01-04";"rand (Republika Po³udniowej Afryki)";"ZAR";0,3082;NA;NA;NA
"98";"A";"003/A/NBP/2017";"2017-01-04";"real (Brazylia)";"BRL";1,2873;NA;NA;NA
"99";"A";"003/A/NBP/2017";"2017-01-04";"ringgit (Malezja)";"MYR";0,9346;NA;NA;NA
"100";"A";"003/A/NBP/2017";"2017-01-04";"rubel rosyjski";"RUB";0,0691;NA;NA;NA
"101";"A";"003/A/NBP/2017";"2017-01-04";"rupia indonezyjska";"IDR";0,00031275;NA;NA;NA
"102";"A";"003/A/NBP/2017";"2017-01-04";"rupia indyjska";"INR";0,06166;NA;NA;NA
"103";"A";"003/A/NBP/2017";"2017-01-04";"won po³udniowokoreañski";"KRW";0,003498;NA;NA;NA
"104";"A";"003/A/NBP/2017";"2017-01-04";"yuan renminbi (Chiny)";"CNY";0,6065;NA;NA;NA
"105";"A";"003/A/NBP/2017";"2017-01-04";"SDR (MFW)";"XDR";5,6472;NA;NA;NA
"106";"A";"004/A/NBP/2017";"2017-01-05";"bat (Tajlandia)";"THB";0,1164;NA;NA;NA
"107";"A";"004/A/NBP/2017";"2017-01-05";"dolar amerykañski";"USD";4,1667;NA;NA;NA
"108";"A";"004/A/NBP/2017";"2017-01-05";"dolar australijski";"AUD";3,0375;NA;NA;NA
"109";"A";"004/A/NBP/2017";"2017-01-05";"dolar Hongkongu";"HKD";0,5373;NA;NA;NA
"110";"A";"004/A/NBP/2017";"2017-01-05";"dolar kanadyjski";"CAD";3,1329;NA;NA;NA
"111";"A";"004/A/NBP/2017";"2017-01-05";"dolar nowozelandzki";"NZD";2,9052;NA;NA;NA
"112";"A";"004/A/NBP/2017";"2017-01-05";"dolar singapurski";"SGD";2,9056;NA;NA;NA
"113";"A";"004/A/NBP/2017";"2017-01-05";"euro";"EUR";4,3766;NA;NA;NA
"114";"A";"004/A/NBP/2017";"2017-01-05";"forint (Wêgry)";"HUF";0,014175;NA;NA;NA
"115";"A";"004/A/NBP/2017";"2017-01-05";"frank szwajcarski";"CHF";4,0876;NA;NA;NA
"116";"A";"004/A/NBP/2017";"2017-01-05";"funt szterling";"GBP";5,1266;NA;NA;NA
"117";"A";"004/A/NBP/2017";"2017-01-05";"hrywna (Ukraina)";"UAH";0,1586;NA;NA;NA
"118";"A";"004/A/NBP/2017";"2017-01-05";"jen (Japonia)";"JPY";0,035724;NA;NA;NA
"119";"A";"004/A/NBP/2017";"2017-01-05";"korona czeska";"CZK";0,1619;NA;NA;NA
"120";"A";"004/A/NBP/2017";"2017-01-05";"korona duñska";"DKK";0,5887;NA;NA;NA
"121";"A";"004/A/NBP/2017";"2017-01-05";"korona islandzka";"ISK";0,03684;NA;NA;NA
"122";"A";"004/A/NBP/2017";"2017-01-05";"korona norweska";"NOK";0,4858;NA;NA;NA
"123";"A";"004/A/NBP/2017";"2017-01-05";"korona szwedzka";"SEK";0,4595;NA;NA;NA
"124";"A";"004/A/NBP/2017";"2017-01-05";"kuna (Chorwacja)";"HRK";0,5776;NA;NA;NA
"125";"A";"004/A/NBP/2017";"2017-01-05";"lej rumuñski";"RON";0,9707;NA;NA;NA
"126";"A";"004/A/NBP/2017";"2017-01-05";"lew (Bu³garia)";"BGN";2,2378;NA;NA;NA
"127";"A";"004/A/NBP/2017";"2017-01-05";"lira turecka";"TRY";1,1505;NA;NA;NA
"128";"A";"004/A/NBP/2017";"2017-01-05";"nowy izraelski szekel";"ILS";1,0812;NA;NA;NA
"129";"A";"004/A/NBP/2017";"2017-01-05";"peso chilijskie";"CLP";0,006206;NA;NA;NA
"130";"A";"004/A/NBP/2017";"2017-01-05";"peso filipiñskie";"PHP";0,0841;NA;NA;NA
"131";"A";"004/A/NBP/2017";"2017-01-05";"peso meksykañskie";"MXN";0,1945;NA;NA;NA
"132";"A";"004/A/NBP/2017";"2017-01-05";"rand (Republika Po³udniowej Afryki)";"ZAR";0,3044;NA;NA;NA
"133";"A";"004/A/NBP/2017";"2017-01-05";"real (Brazylia)";"BRL";1,2954;NA;NA;NA
"134";"A";"004/A/NBP/2017";"2017-01-05";"ringgit (Malezja)";"MYR";0,9289;NA;NA;NA
"135";"A";"004/A/NBP/2017";"2017-01-05";"rubel rosyjski";"RUB";0,0691;NA;NA;NA
"136";"A";"004/A/NBP/2017";"2017-01-05";"rupia indonezyjska";"IDR";0,00031149;NA;NA;NA
"137";"A";"004/A/NBP/2017";"2017-01-05";"rupia indyjska";"INR";0,061327;NA;NA;NA
"138";"A";"004/A/NBP/2017";"2017-01-05";"won po³udniowokoreañski";"KRW";0,003506;NA;NA;NA
"139";"A";"004/A/NBP/2017";"2017-01-05";"yuan renminbi (Chiny)";"CNY";0,6051;NA;NA;NA
"140";"A";"004/A/NBP/2017";"2017-01-05";"SDR (MFW)";"XDR";5,6194;NA;NA;NA
"141";"A";"005/A/NBP/2017";"2017-01-09";"bat (Tajlandia)";"THB";0,1164;NA;NA;NA
"142";"A";"005/A/NBP/2017";"2017-01-09";"dolar amerykañski";"USD";4,1592;NA;NA;NA
"143";"A";"005/A/NBP/2017";"2017-01-09";"dolar australijski";"AUD";3,0423;NA;NA;NA
"144";"A";"005/A/NBP/2017";"2017-01-09";"dolar Hongkongu";"HKD";0,5364;NA;NA;NA
"145";"A";"005/A/NBP/2017";"2017-01-09";"dolar kanadyjski";"CAD";3,14;NA;NA;NA
"146";"A";"005/A/NBP/2017";"2017-01-09";"dolar nowozelandzki";"NZD";2,8973;NA;NA;NA
"147";"A";"005/A/NBP/2017";"2017-01-09";"dolar singapurski";"SGD";2,8864;NA;NA;NA
"148";"A";"005/A/NBP/2017";"2017-01-09";"euro";"EUR";4,3783;NA;NA;NA
"149";"A";"005/A/NBP/2017";"2017-01-09";"forint (Wêgry)";"HUF";0,01421;NA;NA;NA
"150";"A";"005/A/NBP/2017";"2017-01-09";"frank szwajcarski";"CHF";4,0863;NA;NA;NA
"151";"A";"005/A/NBP/2017";"2017-01-09";"funt szterling";"GBP";5,0534;NA;NA;NA
"152";"A";"005/A/NBP/2017";"2017-01-09";"hrywna (Ukraina)";"UAH";0,1542;NA;NA;NA
"153";"A";"005/A/NBP/2017";"2017-01-09";"jen (Japonia)";"JPY";0,035537;NA;NA;NA
"154";"A";"005/A/NBP/2017";"2017-01-09";"korona czeska";"CZK";0,1621;NA;NA;NA
"155";"A";"005/A/NBP/2017";"2017-01-09";"korona duñska";"DKK";0,5889;NA;NA;NA
"156";"A";"005/A/NBP/2017";"2017-01-09";"korona islandzka";"ISK";0,036562;NA;NA;NA
"157";"A";"005/A/NBP/2017";"2017-01-09";"korona norweska";"NOK";0,4861;NA;NA;NA
"158";"A";"005/A/NBP/2017";"2017-01-09";"korona szwedzka";"SEK";0,4579;NA;NA;NA
"159";"A";"005/A/NBP/2017";"2017-01-09";"kuna (Chorwacja)";"HRK";0,578;NA;NA;NA
"160";"A";"005/A/NBP/2017";"2017-01-09";"lej rumuñski";"RON";0,9721;NA;NA;NA
"161";"A";"005/A/NBP/2017";"2017-01-09";"lew (Bu³garia)";"BGN";2,2386;NA;NA;NA
"162";"A";"005/A/NBP/2017";"2017-01-09";"lira turecka";"TRY";1,1178;NA;NA;NA
"163";"A";"005/A/NBP/2017";"2017-01-09";"nowy izraelski szekel";"ILS";1,0786;NA;NA;NA
"164";"A";"005/A/NBP/2017";"2017-01-09";"peso chilijskie";"CLP";0,006234;NA;NA;NA
"165";"A";"005/A/NBP/2017";"2017-01-09";"peso filipiñskie";"PHP";0,0839;NA;NA;NA
"166";"A";"005/A/NBP/2017";"2017-01-09";"peso meksykañskie";"MXN";0,1952;NA;NA;NA
"167";"A";"005/A/NBP/2017";"2017-01-09";"rand (Republika Po³udniowej Afryki)";"ZAR";0,302;NA;NA;NA
"168";"A";"005/A/NBP/2017";"2017-01-09";"real (Brazylia)";"BRL";1,2902;NA;NA;NA
"169";"A";"005/A/NBP/2017";"2017-01-09";"ringgit (Malezja)";"MYR";0,9292;NA;NA;NA
"170";"A";"005/A/NBP/2017";"2017-01-09";"rubel rosyjski";"RUB";0,0694;NA;NA;NA
"171";"A";"005/A/NBP/2017";"2017-01-09";"rupia indonezyjska";"IDR";0,00031125;NA;NA;NA
"172";"A";"005/A/NBP/2017";"2017-01-09";"rupia indyjska";"INR";0,060979;NA;NA;NA
"173";"A";"005/A/NBP/2017";"2017-01-09";"won po³udniowokoreañski";"KRW";0,00345;NA;NA;NA
"174";"A";"005/A/NBP/2017";"2017-01-09";"yuan renminbi (Chiny)";"CNY";0,5999;NA;NA;NA
"175";"A";"005/A/NBP/2017";"2017-01-09";"SDR (MFW)";"XDR";5,5806;NA;NA;NA
"176";"A";"006/A/NBP/2017";"2017-01-10";"bat (Tajlandia)";"THB";0,1159;NA;NA;NA
"177";"A";"006/A/NBP/2017";"2017-01-10";"dolar amerykañski";"USD";4,127;NA;NA;NA
"178";"A";"006/A/NBP/2017";"2017-01-10";"dolar australijski";"AUD";3,0328;NA;NA;NA
"179";"A";"006/A/NBP/2017";"2017-01-10";"dolar Hongkongu";"HKD";0,5322;NA;NA;NA
"180";"A";"006/A/NBP/2017";"2017-01-10";"dolar kanadyjski";"CAD";3,1199;NA;NA;NA
"181";"A";"006/A/NBP/2017";"2017-01-10";"dolar nowozelandzki";"NZD";2,8886;NA;NA;NA
"182";"A";"006/A/NBP/2017";"2017-01-10";"dolar singapurski";"SGD";2,8747;NA;NA;NA
"183";"A";"006/A/NBP/2017";"2017-01-10";"euro";"EUR";4,3735;NA;NA;NA
"184";"A";"006/A/NBP/2017";"2017-01-10";"forint (Wêgry)";"HUF";0,014167;NA;NA;NA
"185";"A";"006/A/NBP/2017";"2017-01-10";"frank szwajcarski";"CHF";4,0737;NA;NA;NA
"186";"A";"006/A/NBP/2017";"2017-01-10";"funt szterling";"GBP";5,0132;NA;NA;NA
"187";"A";"006/A/NBP/2017";"2017-01-10";"hrywna (Ukraina)";"UAH";0,152;NA;NA;NA
"188";"A";"006/A/NBP/2017";"2017-01-10";"jen (Japonia)";"JPY";0,03558;NA;NA;NA
"189";"A";"006/A/NBP/2017";"2017-01-10";"korona czeska";"CZK";0,1619;NA;NA;NA
"190";"A";"006/A/NBP/2017";"2017-01-10";"korona duñska";"DKK";0,5883;NA;NA;NA
"191";"A";"006/A/NBP/2017";"2017-01-10";"korona islandzka";"ISK";0,036145;NA;NA;NA
"192";"A";"006/A/NBP/2017";"2017-01-10";"korona norweska";"NOK";0,4812;NA;NA;NA
"193";"A";"006/A/NBP/2017";"2017-01-10";"korona szwedzka";"SEK";0,4574;NA;NA;NA
"194";"A";"006/A/NBP/2017";"2017-01-10";"kuna (Chorwacja)";"HRK";0,5782;NA;NA;NA
"195";"A";"006/A/NBP/2017";"2017-01-10";"lej rumuñski";"RON";0,9724;NA;NA;NA
"196";"A";"006/A/NBP/2017";"2017-01-10";"lew (Bu³garia)";"BGN";2,2362;NA;NA;NA
"197";"A";"006/A/NBP/2017";"2017-01-10";"lira turecka";"TRY";1,0926;NA;NA;NA
"198";"A";"006/A/NBP/2017";"2017-01-10";"nowy izraelski szekel";"ILS";1,0737;NA;NA;NA
"199";"A";"006/A/NBP/2017";"2017-01-10";"peso chilijskie";"CLP";0,006151;NA;NA;NA
"200";"A";"006/A/NBP/2017";"2017-01-10";"peso filipiñskie";"PHP";0,0833;NA;NA;NA
"201";"A";"006/A/NBP/2017";"2017-01-10";"peso meksykañskie";"MXN";0,1923;NA;NA;NA
"202";"A";"006/A/NBP/2017";"2017-01-10";"rand (Republika Po³udniowej Afryki)";"ZAR";0,3018;NA;NA;NA
"203";"A";"006/A/NBP/2017";"2017-01-10";"real (Brazylia)";"BRL";1,291;NA;NA;NA
"204";"A";"006/A/NBP/2017";"2017-01-10";"ringgit (Malezja)";"MYR";0,9224;NA;NA;NA
"205";"A";"006/A/NBP/2017";"2017-01-10";"rubel rosyjski";"RUB";0,0688;NA;NA;NA
"206";"A";"006/A/NBP/2017";"2017-01-10";"rupia indonezyjska";"IDR";0,00030997;NA;NA;NA
"207";"A";"006/A/NBP/2017";"2017-01-10";"rupia indyjska";"INR";0,060524;NA;NA;NA
"208";"A";"006/A/NBP/2017";"2017-01-10";"won po³udniowokoreañski";"KRW";0,003446;NA;NA;NA
"209";"A";"006/A/NBP/2017";"2017-01-10";"yuan renminbi (Chiny)";"CNY";0,5961;NA;NA;NA
"210";"A";"006/A/NBP/2017";"2017-01-10";"SDR (MFW)";"XDR";5,5895;NA;NA;NA
"211";"A";"007/A/NBP/2017";"2017-01-11";"bat (Tajlandia)";"THB";0,1166;NA;NA;NA
"212";"A";"007/A/NBP/2017";"2017-01-11";"dolar amerykañski";"USD";4,1465;NA;NA;NA
"213";"A";"007/A/NBP/2017";"2017-01-11";"dolar australijski";"AUD";3,0594;NA;NA;NA
"214";"A";"007/A/NBP/2017";"2017-01-11";"dolar Hongkongu";"HKD";0,5347;NA;NA;NA
"215";"A";"007/A/NBP/2017";"2017-01-11";"dolar kanadyjski";"CAD";3,1332;NA;NA;NA
"216";"A";"007/A/NBP/2017";"2017-01-11";"dolar nowozelandzki";"NZD";2,9062;NA;NA;NA
"217";"A";"007/A/NBP/2017";"2017-01-11";"dolar singapurski";"SGD";2,8837;NA;NA;NA
"218";"A";"007/A/NBP/2017";"2017-01-11";"euro";"EUR";4,3684;NA;NA;NA
"219";"A";"007/A/NBP/2017";"2017-01-11";"forint (Wêgry)";"HUF";0,014124;NA;NA;NA
"220";"A";"007/A/NBP/2017";"2017-01-11";"frank szwajcarski";"CHF";4,0706;NA;NA;NA
"221";"A";"007/A/NBP/2017";"2017-01-11";"funt szterling";"GBP";5,0266;NA;NA;NA
"222";"A";"007/A/NBP/2017";"2017-01-11";"hrywna (Ukraina)";"UAH";0,1523;NA;NA;NA
"223";"A";"007/A/NBP/2017";"2017-01-11";"jen (Japonia)";"JPY";0,035694;NA;NA;NA
"224";"A";"007/A/NBP/2017";"2017-01-11";"korona czeska";"CZK";0,1616;NA;NA;NA
"225";"A";"007/A/NBP/2017";"2017-01-11";"korona duñska";"DKK";0,5876;NA;NA;NA
"226";"A";"007/A/NBP/2017";"2017-01-11";"korona islandzka";"ISK";0,035851;NA;NA;NA
"227";"A";"007/A/NBP/2017";"2017-01-11";"korona norweska";"NOK";0,4816;NA;NA;NA
"228";"A";"007/A/NBP/2017";"2017-01-11";"korona szwedzka";"SEK";0,4566;NA;NA;NA
"229";"A";"007/A/NBP/2017";"2017-01-11";"kuna (Chorwacja)";"HRK";0,5775;NA;NA;NA
"230";"A";"007/A/NBP/2017";"2017-01-11";"lej rumuñski";"RON";0,9718;NA;NA;NA
"231";"A";"007/A/NBP/2017";"2017-01-11";"lew (Bu³garia)";"BGN";2,2335;NA;NA;NA
"232";"A";"007/A/NBP/2017";"2017-01-11";"lira turecka";"TRY";1,0771;NA;NA;NA
"233";"A";"007/A/NBP/2017";"2017-01-11";"nowy izraelski szekel";"ILS";1,0755;NA;NA;NA
"234";"A";"007/A/NBP/2017";"2017-01-11";"peso chilijskie";"CLP";0,006189;NA;NA;NA
"235";"A";"007/A/NBP/2017";"2017-01-11";"peso filipiñskie";"PHP";0,0835;NA;NA;NA
"236";"A";"007/A/NBP/2017";"2017-01-11";"peso meksykañskie";"MXN";0,1906;NA;NA;NA
"237";"A";"007/A/NBP/2017";"2017-01-11";"rand (Republika Po³udniowej Afryki)";"ZAR";0,3028;NA;NA;NA
"238";"A";"007/A/NBP/2017";"2017-01-11";"real (Brazylia)";"BRL";1,2976;NA;NA;NA
"239";"A";"007/A/NBP/2017";"2017-01-11";"ringgit (Malezja)";"MYR";0,9273;NA;NA;NA
"240";"A";"007/A/NBP/2017";"2017-01-11";"rubel rosyjski";"RUB";0,0689;NA;NA;NA
"241";"A";"007/A/NBP/2017";"2017-01-11";"rupia indonezyjska";"IDR";0,00031108;NA;NA;NA
"242";"A";"007/A/NBP/2017";"2017-01-11";"rupia indyjska";"INR";0,060613;NA;NA;NA
"243";"A";"007/A/NBP/2017";"2017-01-11";"won po³udniowokoreañski";"KRW";0,00346;NA;NA;NA
"244";"A";"007/A/NBP/2017";"2017-01-11";"yuan renminbi (Chiny)";"CNY";0,5978;NA;NA;NA
"245";"A";"007/A/NBP/2017";"2017-01-11";"SDR (MFW)";"XDR";5,5643;NA;NA;NA
"246";"A";"008/A/NBP/2017";"2017-01-12";"bat (Tajlandia)";"THB";0,1162;NA;NA;NA
"247";"A";"008/A/NBP/2017";"2017-01-12";"dolar amerykañski";"USD";4,1103;NA;NA;NA
"248";"A";"008/A/NBP/2017";"2017-01-12";"dolar australijski";"AUD";3,0844;NA;NA;NA
"249";"A";"008/A/NBP/2017";"2017-01-12";"dolar Hongkongu";"HKD";0,5299;NA;NA;NA
"250";"A";"008/A/NBP/2017";"2017-01-12";"dolar kanadyjski";"CAD";3,1502;NA;NA;NA
"251";"A";"008/A/NBP/2017";"2017-01-12";"dolar nowozelandzki";"NZD";2,9275;NA;NA;NA
"252";"A";"008/A/NBP/2017";"2017-01-12";"dolar singapurski";"SGD";2,8836;NA;NA;NA
"253";"A";"008/A/NBP/2017";"2017-01-12";"euro";"EUR";4,3728;NA;NA;NA
