"";"table";"number";"date";"currency.name";"currency.code";"currency.mid";"trading_date";"currency.ask";"currency.bid"
"4563";"A";"131/A/NBP/2017";"2017-07-10";"jen (Japonia)";"JPY";0,032545;NA;NA;NA
"4564";"A";"131/A/NBP/2017";"2017-07-10";"korona czeska";"CZK";0,1622;NA;NA;NA
"4565";"A";"131/A/NBP/2017";"2017-07-10";"korona duñska";"DKK";0,5694;NA;NA;NA
"4566";"A";"131/A/NBP/2017";"2017-07-10";"korona islandzka";"ISK";0,035616;NA;NA;NA
"4567";"A";"131/A/NBP/2017";"2017-07-10";"korona norweska";"NOK";0,4456;NA;NA;NA
"4568";"A";"131/A/NBP/2017";"2017-07-10";"korona szwedzka";"SEK";0,4405;NA;NA;NA
"4569";"A";"131/A/NBP/2017";"2017-07-10";"kuna (Chorwacja)";"HRK";0,5713;NA;NA;NA
"4570";"A";"131/A/NBP/2017";"2017-07-10";"lej rumuñski";"RON";0,9267;NA;NA;NA
"4571";"A";"131/A/NBP/2017";"2017-07-10";"lew (Bu³garia)";"BGN";2,1653;NA;NA;NA
"4572";"A";"131/A/NBP/2017";"2017-07-10";"lira turecka";"TRY";1,0312;NA;NA;NA
"4573";"A";"131/A/NBP/2017";"2017-07-10";"nowy izraelski szekel";"ILS";1,0478;NA;NA;NA
"4574";"A";"131/A/NBP/2017";"2017-07-10";"peso chilijskie";"CLP";0,00557;NA;NA;NA
"4575";"A";"131/A/NBP/2017";"2017-07-10";"peso filipiñskie";"PHP";0,0731;NA;NA;NA
"4576";"A";"131/A/NBP/2017";"2017-07-10";"peso meksykañskie";"MXN";0,207;NA;NA;NA
"4577";"A";"131/A/NBP/2017";"2017-07-10";"rand (Republika Po³udniowej Afryki)";"ZAR";0,2792;NA;NA;NA
"4578";"A";"131/A/NBP/2017";"2017-07-10";"real (Brazylia)";"BRL";1,1325;NA;NA;NA
"4579";"A";"131/A/NBP/2017";"2017-07-10";"ringgit (Malezja)";"MYR";0,8648;NA;NA;NA
"4580";"A";"131/A/NBP/2017";"2017-07-10";"rubel rosyjski";"RUB";0,0616;NA;NA;NA
"4581";"A";"131/A/NBP/2017";"2017-07-10";"rupia indonezyjska";"IDR";0,00027734;NA;NA;NA
"4582";"A";"131/A/NBP/2017";"2017-07-10";"rupia indyjska";"INR";0,057565;NA;NA;NA
"4583";"A";"131/A/NBP/2017";"2017-07-10";"won po³udniowokoreañski";"KRW";0,003227;NA;NA;NA
"4584";"A";"131/A/NBP/2017";"2017-07-10";"yuan renminbi (Chiny)";"CNY";0,5463;NA;NA;NA
"4585";"A";"131/A/NBP/2017";"2017-07-10";"SDR (MFW)";"XDR";5,1537;NA;NA;NA
"4586";"A";"132/A/NBP/2017";"2017-07-11";"bat (Tajlandia)";"THB";0,1092;NA;NA;NA
"4587";"A";"132/A/NBP/2017";"2017-07-11";"dolar amerykañski";"USD";3,7235;NA;NA;NA
"4588";"A";"132/A/NBP/2017";"2017-07-11";"dolar australijski";"AUD";2,8367;NA;NA;NA
"4589";"A";"132/A/NBP/2017";"2017-07-11";"dolar Hongkongu";"HKD";0,4767;NA;NA;NA
"4590";"A";"132/A/NBP/2017";"2017-07-11";"dolar kanadyjski";"CAD";2,8832;NA;NA;NA
"4591";"A";"132/A/NBP/2017";"2017-07-11";"dolar nowozelandzki";"NZD";2,692;NA;NA;NA
"4592";"A";"132/A/NBP/2017";"2017-07-11";"dolar singapurski";"SGD";2,6898;NA;NA;NA
"4593";"A";"132/A/NBP/2017";"2017-07-11";"euro";"EUR";4,2435;NA;NA;NA
"4594";"A";"132/A/NBP/2017";"2017-07-11";"forint (Wêgry)";"HUF";0,013769;NA;NA;NA
"4595";"A";"132/A/NBP/2017";"2017-07-11";"frank szwajcarski";"CHF";3,8446;NA;NA;NA
"4596";"A";"132/A/NBP/2017";"2017-07-11";"funt szterling";"GBP";4,8085;NA;NA;NA
"4597";"A";"132/A/NBP/2017";"2017-07-11";"hrywna (Ukraina)";"UAH";0,1433;NA;NA;NA
"4598";"A";"132/A/NBP/2017";"2017-07-11";"jen (Japonia)";"JPY";0,032573;NA;NA;NA
"4599";"A";"132/A/NBP/2017";"2017-07-11";"korona czeska";"CZK";0,1622;NA;NA;NA
"4600";"A";"132/A/NBP/2017";"2017-07-11";"korona duñska";"DKK";0,5706;NA;NA;NA
"4601";"A";"132/A/NBP/2017";"2017-07-11";"korona islandzka";"ISK";0,035333;NA;NA;NA
"4602";"A";"132/A/NBP/2017";"2017-07-11";"korona norweska";"NOK";0,4459;NA;NA;NA
"4603";"A";"132/A/NBP/2017";"2017-07-11";"korona szwedzka";"SEK";0,441;NA;NA;NA
"4604";"A";"132/A/NBP/2017";"2017-07-11";"kuna (Chorwacja)";"HRK";0,5733;NA;NA;NA
"4605";"A";"132/A/NBP/2017";"2017-07-11";"lej rumuñski";"RON";0,9289;NA;NA;NA
"4606";"A";"132/A/NBP/2017";"2017-07-11";"lew (Bu³garia)";"BGN";2,1697;NA;NA;NA
"4607";"A";"132/A/NBP/2017";"2017-07-11";"lira turecka";"TRY";1,0234;NA;NA;NA
"4608";"A";"132/A/NBP/2017";"2017-07-11";"nowy izraelski szekel";"ILS";1,0438;NA;NA;NA
"4609";"A";"132/A/NBP/2017";"2017-07-11";"peso chilijskie";"CLP";0,005587;NA;NA;NA
"4610";"A";"132/A/NBP/2017";"2017-07-11";"peso filipiñskie";"PHP";0,0737;NA;NA;NA
"4611";"A";"132/A/NBP/2017";"2017-07-11";"peso meksykañskie";"MXN";0,2064;NA;NA;NA
"4612";"A";"132/A/NBP/2017";"2017-07-11";"rand (Republika Po³udniowej Afryki)";"ZAR";0,2742;NA;NA;NA
"4613";"A";"132/A/NBP/2017";"2017-07-11";"real (Brazylia)";"BRL";1,1435;NA;NA;NA
"4614";"A";"132/A/NBP/2017";"2017-07-11";"ringgit (Malezja)";"MYR";0,8663;NA;NA;NA
"4615";"A";"132/A/NBP/2017";"2017-07-11";"rubel rosyjski";"RUB";0,0613;NA;NA;NA
"4616";"A";"132/A/NBP/2017";"2017-07-11";"rupia indonezyjska";"IDR";0,00027806;NA;NA;NA
"4617";"A";"132/A/NBP/2017";"2017-07-11";"rupia indyjska";"INR";0,057692;NA;NA;NA
"4618";"A";"132/A/NBP/2017";"2017-07-11";"won po³udniowokoreañski";"KRW";0,003235;NA;NA;NA
"4619";"A";"132/A/NBP/2017";"2017-07-11";"yuan renminbi (Chiny)";"CNY";0,5476;NA;NA;NA
"4620";"A";"132/A/NBP/2017";"2017-07-11";"SDR (MFW)";"XDR";5,17;NA;NA;NA
"4621";"A";"133/A/NBP/2017";"2017-07-12";"bat (Tajlandia)";"THB";0,1089;NA;NA;NA
"4622";"A";"133/A/NBP/2017";"2017-07-12";"dolar amerykañski";"USD";3,7034;NA;NA;NA
"4623";"A";"133/A/NBP/2017";"2017-07-12";"dolar australijski";"AUD";2,8317;NA;NA;NA
"4624";"A";"133/A/NBP/2017";"2017-07-12";"dolar Hongkongu";"HKD";0,4741;NA;NA;NA
"4625";"A";"133/A/NBP/2017";"2017-07-12";"dolar kanadyjski";"CAD";2,8654;NA;NA;NA
"4626";"A";"133/A/NBP/2017";"2017-07-12";"dolar nowozelandzki";"NZD";2,6772;NA;NA;NA
"4627";"A";"133/A/NBP/2017";"2017-07-12";"dolar singapurski";"SGD";2,6806;NA;NA;NA
"4628";"A";"133/A/NBP/2017";"2017-07-12";"euro";"EUR";4,2432;NA;NA;NA
"4629";"A";"133/A/NBP/2017";"2017-07-12";"forint (Wêgry)";"HUF";0,013793;NA;NA;NA
"4630";"A";"133/A/NBP/2017";"2017-07-12";"frank szwajcarski";"CHF";3,8442;NA;NA;NA
"4631";"A";"133/A/NBP/2017";"2017-07-12";"funt szterling";"GBP";4,7596;NA;NA;NA
"4632";"A";"133/A/NBP/2017";"2017-07-12";"hrywna (Ukraina)";"UAH";0,1429;NA;NA;NA
"4633";"A";"133/A/NBP/2017";"2017-07-12";"jen (Japonia)";"JPY";0,032649;NA;NA;NA
"4634";"A";"133/A/NBP/2017";"2017-07-12";"korona czeska";"CZK";0,1624;NA;NA;NA
"4635";"A";"133/A/NBP/2017";"2017-07-12";"korona duñska";"DKK";0,5706;NA;NA;NA
"4636";"A";"133/A/NBP/2017";"2017-07-12";"korona islandzka";"ISK";0,034275;NA;NA;NA
"4637";"A";"133/A/NBP/2017";"2017-07-12";"korona norweska";"NOK";0,4483;NA;NA;NA
"4638";"A";"133/A/NBP/2017";"2017-07-12";"korona szwedzka";"SEK";0,4407;NA;NA;NA
"4639";"A";"133/A/NBP/2017";"2017-07-12";"kuna (Chorwacja)";"HRK";0,5726;NA;NA;NA
"4640";"A";"133/A/NBP/2017";"2017-07-12";"lej rumuñski";"RON";0,9282;NA;NA;NA
"4641";"A";"133/A/NBP/2017";"2017-07-12";"lew (Bu³garia)";"BGN";2,1695;NA;NA;NA
"4642";"A";"133/A/NBP/2017";"2017-07-12";"lira turecka";"TRY";1,0255;NA;NA;NA
"4643";"A";"133/A/NBP/2017";"2017-07-12";"nowy izraelski szekel";"ILS";1,0398;NA;NA;NA
"4644";"A";"133/A/NBP/2017";"2017-07-12";"peso chilijskie";"CLP";0,005556;NA;NA;NA
"4645";"A";"133/A/NBP/2017";"2017-07-12";"peso filipiñskie";"PHP";0,0731;NA;NA;NA
"4646";"A";"133/A/NBP/2017";"2017-07-12";"peso meksykañskie";"MXN";0,2068;NA;NA;NA
"4647";"A";"133/A/NBP/2017";"2017-07-12";"rand (Republika Po³udniowej Afryki)";"ZAR";0,2752;NA;NA;NA
"4648";"A";"133/A/NBP/2017";"2017-07-12";"real (Brazylia)";"BRL";1,1379;NA;NA;NA
"4649";"A";"133/A/NBP/2017";"2017-07-12";"ringgit (Malezja)";"MYR";0,8622;NA;NA;NA
"4650";"A";"133/A/NBP/2017";"2017-07-12";"rubel rosyjski";"RUB";0,061;NA;NA;NA
"4651";"A";"133/A/NBP/2017";"2017-07-12";"rupia indonezyjska";"IDR";0,00027701;NA;NA;NA
"4652";"A";"133/A/NBP/2017";"2017-07-12";"rupia indyjska";"INR";0,057387;NA;NA;NA
"4653";"A";"133/A/NBP/2017";"2017-07-12";"won po³udniowokoreañski";"KRW";0,003233;NA;NA;NA
"4654";"A";"133/A/NBP/2017";"2017-07-12";"yuan renminbi (Chiny)";"CNY";0,5456;NA;NA;NA
"4655";"A";"133/A/NBP/2017";"2017-07-12";"SDR (MFW)";"XDR";5,1628;NA;NA;NA
"4656";"A";"134/A/NBP/2017";"2017-07-13";"bat (Tajlandia)";"THB";0,1094;NA;NA;NA
"4657";"A";"134/A/NBP/2017";"2017-07-13";"dolar amerykañski";"USD";3,7133;NA;NA;NA
"4658";"A";"134/A/NBP/2017";"2017-07-13";"dolar australijski";"AUD";2,869;NA;NA;NA
"4659";"A";"134/A/NBP/2017";"2017-07-13";"dolar Hongkongu";"HKD";0,4755;NA;NA;NA
"4660";"A";"134/A/NBP/2017";"2017-07-13";"dolar kanadyjski";"CAD";2,9142;NA;NA;NA
"4661";"A";"134/A/NBP/2017";"2017-07-13";"dolar nowozelandzki";"NZD";2,7121;NA;NA;NA
"4662";"A";"134/A/NBP/2017";"2017-07-13";"dolar singapurski";"SGD";2,6964;NA;NA;NA
"4663";"A";"134/A/NBP/2017";"2017-07-13";"euro";"EUR";4,2345;NA;NA;NA
"4664";"A";"134/A/NBP/2017";"2017-07-13";"forint (Wêgry)";"HUF";0,013776;NA;NA;NA
"4665";"A";"134/A/NBP/2017";"2017-07-13";"frank szwajcarski";"CHF";3,8515;NA;NA;NA
"4666";"A";"134/A/NBP/2017";"2017-07-13";"funt szterling";"GBP";4,8005;NA;NA;NA
"4667";"A";"134/A/NBP/2017";"2017-07-13";"hrywna (Ukraina)";"UAH";0,1431;NA;NA;NA
"4668";"A";"134/A/NBP/2017";"2017-07-13";"jen (Japonia)";"JPY";0,032831;NA;NA;NA
"4669";"A";"134/A/NBP/2017";"2017-07-13";"korona czeska";"CZK";0,162;NA;NA;NA
"4670";"A";"134/A/NBP/2017";"2017-07-13";"korona duñska";"DKK";0,5694;NA;NA;NA
"4671";"A";"134/A/NBP/2017";"2017-07-13";"korona islandzka";"ISK";0,035054;NA;NA;NA
"4672";"A";"134/A/NBP/2017";"2017-07-13";"korona norweska";"NOK";0,4488;NA;NA;NA
"4673";"A";"134/A/NBP/2017";"2017-07-13";"korona szwedzka";"SEK";0,4437;NA;NA;NA
"4674";"A";"134/A/NBP/2017";"2017-07-13";"kuna (Chorwacja)";"HRK";0,5719;NA;NA;NA
"4675";"A";"134/A/NBP/2017";"2017-07-13";"lej rumuñski";"RON";0,9278;NA;NA;NA
"4676";"A";"134/A/NBP/2017";"2017-07-13";"lew (Bu³garia)";"BGN";2,1651;NA;NA;NA
"4677";"A";"134/A/NBP/2017";"2017-07-13";"lira turecka";"TRY";1,0386;NA;NA;NA
"4678";"A";"134/A/NBP/2017";"2017-07-13";"nowy izraelski szekel";"ILS";1,0498;NA;NA;NA
"4679";"A";"134/A/NBP/2017";"2017-07-13";"peso chilijskie";"CLP";0,005601;NA;NA;NA
"4680";"A";"134/A/NBP/2017";"2017-07-13";"peso filipiñskie";"PHP";0,0735;NA;NA;NA
"4681";"A";"134/A/NBP/2017";"2017-07-13";"peso meksykañskie";"MXN";0,2091;NA;NA;NA
"4682";"A";"134/A/NBP/2017";"2017-07-13";"rand (Republika Po³udniowej Afryki)";"ZAR";0,2816;NA;NA;NA
"4683";"A";"134/A/NBP/2017";"2017-07-13";"real (Brazylia)";"BRL";1,1573;NA;NA;NA
"4684";"A";"134/A/NBP/2017";"2017-07-13";"ringgit (Malezja)";"MYR";0,8652;NA;NA;NA
"4685";"A";"134/A/NBP/2017";"2017-07-13";"rubel rosyjski";"RUB";0,0617;NA;NA;NA
"4686";"A";"134/A/NBP/2017";"2017-07-13";"rupia indonezyjska";"IDR";0,0002782;NA;NA;NA
"4687";"A";"134/A/NBP/2017";"2017-07-13";"rupia indyjska";"INR";0,057624;NA;NA;NA
"4688";"A";"134/A/NBP/2017";"2017-07-13";"won po³udniowokoreañski";"KRW";0,003266;NA;NA;NA
"4689";"A";"134/A/NBP/2017";"2017-07-13";"yuan renminbi (Chiny)";"CNY";0,5474;NA;NA;NA
"4690";"A";"134/A/NBP/2017";"2017-07-13";"SDR (MFW)";"XDR";5,1431;NA;NA;NA
"4691";"A";"135/A/NBP/2017";"2017-07-14";"bat (Tajlandia)";"THB";0,1092;NA;NA;NA
"4692";"A";"135/A/NBP/2017";"2017-07-14";"dolar amerykañski";"USD";3,6986;NA;NA;NA
"4693";"A";"135/A/NBP/2017";"2017-07-14";"dolar australijski";"AUD";2,8689;NA;NA;NA
"4694";"A";"135/A/NBP/2017";"2017-07-14";"dolar Hongkongu";"HKD";0,4736;NA;NA;NA
"4695";"A";"135/A/NBP/2017";"2017-07-14";"dolar kanadyjski";"CAD";2,904;NA;NA;NA
"4696";"A";"135/A/NBP/2017";"2017-07-14";"dolar nowozelandzki";"NZD";2,7059;NA;NA;NA
"4697";"A";"135/A/NBP/2017";"2017-07-14";"dolar singapurski";"SGD";2,6914;NA;NA;NA
"4698";"A";"135/A/NBP/2017";"2017-07-14";"euro";"EUR";4,2194;NA;NA;NA
"4699";"A";"135/A/NBP/2017";"2017-07-14";"forint (Wêgry)";"HUF";0,013765;NA;NA;NA
"4700";"A";"135/A/NBP/2017";"2017-07-14";"frank szwajcarski";"CHF";3,8162;NA;NA;NA
"4701";"A";"135/A/NBP/2017";"2017-07-14";"funt szterling";"GBP";4,7931;NA;NA;NA
"4702";"A";"135/A/NBP/2017";"2017-07-14";"hrywna (Ukraina)";"UAH";0,1421;NA;NA;NA
"4703";"A";"135/A/NBP/2017";"2017-07-14";"jen (Japonia)";"JPY";0,032654;NA;NA;NA
"4704";"A";"135/A/NBP/2017";"2017-07-14";"korona czeska";"CZK";0,1616;NA;NA;NA
"4705";"A";"135/A/NBP/2017";"2017-07-14";"korona duñska";"DKK";0,5674;NA;NA;NA
"4706";"A";"135/A/NBP/2017";"2017-07-14";"korona islandzka";"ISK";0,035162;NA;NA;NA
"4707";"A";"135/A/NBP/2017";"2017-07-14";"korona norweska";"NOK";0,4486;NA;NA;NA
"4708";"A";"135/A/NBP/2017";"2017-07-14";"korona szwedzka";"SEK";0,443;NA;NA;NA
"4709";"A";"135/A/NBP/2017";"2017-07-14";"kuna (Chorwacja)";"HRK";0,5698;NA;NA;NA
"4710";"A";"135/A/NBP/2017";"2017-07-14";"lej rumuñski";"RON";0,9245;NA;NA;NA
"4711";"A";"135/A/NBP/2017";"2017-07-14";"lew (Bu³garia)";"BGN";2,1574;NA;NA;NA
"4712";"A";"135/A/NBP/2017";"2017-07-14";"lira turecka";"TRY";1,038;NA;NA;NA
"4713";"A";"135/A/NBP/2017";"2017-07-14";"nowy izraelski szekel";"ILS";1,0456;NA;NA;NA
"4714";"A";"135/A/NBP/2017";"2017-07-14";"peso chilijskie";"CLP";0,005595;NA;NA;NA
"4715";"A";"135/A/NBP/2017";"2017-07-14";"peso filipiñskie";"PHP";0,0731;NA;NA;NA
"4716";"A";"135/A/NBP/2017";"2017-07-14";"peso meksykañskie";"MXN";0,2093;NA;NA;NA
"4717";"A";"135/A/NBP/2017";"2017-07-14";"rand (Republika Po³udniowej Afryki)";"ZAR";0,2808;NA;NA;NA
"4718";"A";"135/A/NBP/2017";"2017-07-14";"real (Brazylia)";"BRL";1,1517;NA;NA;NA
"4719";"A";"135/A/NBP/2017";"2017-07-14";"ringgit (Malezja)";"MYR";0,8616;NA;NA;NA
"4720";"A";"135/A/NBP/2017";"2017-07-14";"rubel rosyjski";"RUB";0,0619;NA;NA;NA
"4721";"A";"135/A/NBP/2017";"2017-07-14";"rupia indonezyjska";"IDR";0,00027729;NA;NA;NA
"4722";"A";"135/A/NBP/2017";"2017-07-14";"rupia indyjska";"INR";0,057383;NA;NA;NA
"4723";"A";"135/A/NBP/2017";"2017-07-14";"won po³udniowokoreañski";"KRW";0,003259;NA;NA;NA
"4724";"A";"135/A/NBP/2017";"2017-07-14";"yuan renminbi (Chiny)";"CNY";0,5452;NA;NA;NA
"4725";"A";"135/A/NBP/2017";"2017-07-14";"SDR (MFW)";"XDR";5,1345;NA;NA;NA
"4726";"A";"136/A/NBP/2017";"2017-07-17";"bat (Tajlandia)";"THB";0,1091;NA;NA;NA
"4727";"A";"136/A/NBP/2017";"2017-07-17";"dolar amerykañski";"USD";3,6767;NA;NA;NA
"4728";"A";"136/A/NBP/2017";"2017-07-17";"dolar australijski";"AUD";2,871;NA;NA;NA
"4729";"A";"136/A/NBP/2017";"2017-07-17";"dolar Hongkongu";"HKD";0,4711;NA;NA;NA
"4730";"A";"136/A/NBP/2017";"2017-07-17";"dolar kanadyjski";"CAD";2,9017;NA;NA;NA
"4731";"A";"136/A/NBP/2017";"2017-07-17";"dolar nowozelandzki";"NZD";2,6918;NA;NA;NA
"4732";"A";"136/A/NBP/2017";"2017-07-17";"dolar singapurski";"SGD";2,6827;NA;NA;NA
"4733";"A";"136/A/NBP/2017";"2017-07-17";"euro";"EUR";4,2091;NA;NA;NA
"4734";"A";"136/A/NBP/2017";"2017-07-17";"forint (Wêgry)";"HUF";0,013753;NA;NA;NA
"4735";"A";"136/A/NBP/2017";"2017-07-17";"frank szwajcarski";"CHF";3,8148;NA;NA;NA
"4736";"A";"136/A/NBP/2017";"2017-07-17";"funt szterling";"GBP";4,8055;NA;NA;NA
"4737";"A";"136/A/NBP/2017";"2017-07-17";"hrywna (Ukraina)";"UAH";0,1416;NA;NA;NA
"4738";"A";"136/A/NBP/2017";"2017-07-17";"jen (Japonia)";"JPY";0,032651;NA;NA;NA
"4739";"A";"136/A/NBP/2017";"2017-07-17";"korona czeska";"CZK";0,1612;NA;NA;NA
"4740";"A";"136/A/NBP/2017";"2017-07-17";"korona duñska";"DKK";0,566;NA;NA;NA
"4741";"A";"136/A/NBP/2017";"2017-07-17";"korona islandzka";"ISK";0,035415;NA;NA;NA
"4742";"A";"136/A/NBP/2017";"2017-07-17";"korona norweska";"NOK";0,449;NA;NA;NA
"4743";"A";"136/A/NBP/2017";"2017-07-17";"korona szwedzka";"SEK";0,441;NA;NA;NA
"4744";"A";"136/A/NBP/2017";"2017-07-17";"kuna (Chorwacja)";"HRK";0,5681;NA;NA;NA
"4745";"A";"136/A/NBP/2017";"2017-07-17";"lej rumuñski";"RON";0,9224;NA;NA;NA
"4746";"A";"136/A/NBP/2017";"2017-07-17";"lew (Bu³garia)";"BGN";2,1521;NA;NA;NA
"4747";"A";"136/A/NBP/2017";"2017-07-17";"lira turecka";"TRY";1,0363;NA;NA;NA
"4748";"A";"136/A/NBP/2017";"2017-07-17";"nowy izraelski szekel";"ILS";1,0354;NA;NA;NA
"4749";"A";"136/A/NBP/2017";"2017-07-17";"peso chilijskie";"CLP";0,005591;NA;NA;NA
"4750";"A";"136/A/NBP/2017";"2017-07-17";"peso filipiñskie";"PHP";0,0726;NA;NA;NA
"4751";"A";"136/A/NBP/2017";"2017-07-17";"peso meksykañskie";"MXN";0,2088;NA;NA;NA
"4752";"A";"136/A/NBP/2017";"2017-07-17";"rand (Republika Po³udniowej Afryki)";"ZAR";0,2826;NA;NA;NA
"4753";"A";"136/A/NBP/2017";"2017-07-17";"real (Brazylia)";"BRL";1,1562;NA;NA;NA
"4754";"A";"136/A/NBP/2017";"2017-07-17";"ringgit (Malezja)";"MYR";0,8575;NA;NA;NA
"4755";"A";"136/A/NBP/2017";"2017-07-17";"rubel rosyjski";"RUB";0,0621;NA;NA;NA
"4756";"A";"136/A/NBP/2017";"2017-07-17";"rupia indonezyjska";"IDR";0,00027587;NA;NA;NA
"4757";"A";"136/A/NBP/2017";"2017-07-17";"rupia indyjska";"INR";0,057111;NA;NA;NA
"4758";"A";"136/A/NBP/2017";"2017-07-17";"won po³udniowokoreañski";"KRW";0,003259;NA;NA;NA
"4759";"A";"136/A/NBP/2017";"2017-07-17";"yuan renminbi (Chiny)";"CNY";0,5431;NA;NA;NA
"4760";"A";"136/A/NBP/2017";"2017-07-17";"SDR (MFW)";"XDR";5,1271;NA;NA;NA
"4761";"A";"137/A/NBP/2017";"2017-07-18";"bat (Tajlandia)";"THB";0,1084;NA;NA;NA
"4762";"A";"137/A/NBP/2017";"2017-07-18";"dolar amerykañski";"USD";3,6469;NA;NA;NA
"4763";"A";"137/A/NBP/2017";"2017-07-18";"dolar australijski";"AUD";2,8871;NA;NA;NA
"4764";"A";"137/A/NBP/2017";"2017-07-18";"dolar Hongkongu";"HKD";0,4673;NA;NA;NA
"4765";"A";"137/A/NBP/2017";"2017-07-18";"dolar kanadyjski";"CAD";2,8865;NA;NA;NA
"4766";"A";"137/A/NBP/2017";"2017-07-18";"dolar nowozelandzki";"NZD";2,6795;NA;NA;NA
"4767";"A";"137/A/NBP/2017";"2017-07-18";"dolar singapurski";"SGD";2,6659;NA;NA;NA
"4768";"A";"137/A/NBP/2017";"2017-07-18";"euro";"EUR";4,2032;NA;NA;NA
"4769";"A";"137/A/NBP/2017";"2017-07-18";"forint (Wêgry)";"HUF";0,013706;NA;NA;NA
"4770";"A";"137/A/NBP/2017";"2017-07-18";"frank szwajcarski";"CHF";3,8088;NA;NA;NA
"4771";"A";"137/A/NBP/2017";"2017-07-18";"funt szterling";"GBP";4,7499;NA;NA;NA
"4772";"A";"137/A/NBP/2017";"2017-07-18";"hrywna (Ukraina)";"UAH";0,1406;NA;NA;NA
"4773";"A";"137/A/NBP/2017";"2017-07-18";"jen (Japonia)";"JPY";0,032473;NA;NA;NA
"4774";"A";"137/A/NBP/2017";"2017-07-18";"korona czeska";"CZK";0,1612;NA;NA;NA
"4775";"A";"137/A/NBP/2017";"2017-07-18";"korona duñska";"DKK";0,5652;NA;NA;NA
"4776";"A";"137/A/NBP/2017";"2017-07-18";"korona islandzka";"ISK";0,035366;NA;NA;NA
"4777";"A";"137/A/NBP/2017";"2017-07-18";"korona norweska";"NOK";0,4496;NA;NA;NA
"4778";"A";"137/A/NBP/2017";"2017-07-18";"korona szwedzka";"SEK";0,4399;NA;NA;NA
"4779";"A";"137/A/NBP/2017";"2017-07-18";"kuna (Chorwacja)";"HRK";0,5667;NA;NA;NA
"4780";"A";"137/A/NBP/2017";"2017-07-18";"lej rumuñski";"RON";0,9215;NA;NA;NA
"4781";"A";"137/A/NBP/2017";"2017-07-18";"lew (Bu³garia)";"BGN";2,149;NA;NA;NA
"4782";"A";"137/A/NBP/2017";"2017-07-18";"lira turecka";"TRY";1,0319;NA;NA;NA
"4783";"A";"137/A/NBP/2017";"2017-07-18";"nowy izraelski szekel";"ILS";1,0202;NA;NA;NA
"4784";"A";"137/A/NBP/2017";"2017-07-18";"peso chilijskie";"CLP";0,005523;NA;NA;NA
"4785";"A";"137/A/NBP/2017";"2017-07-18";"peso filipiñskie";"PHP";0,0719;NA;NA;NA
"4786";"A";"137/A/NBP/2017";"2017-07-18";"peso meksykañskie";"MXN";0,2074;NA;NA;NA
"4787";"A";"137/A/NBP/2017";"2017-07-18";"rand (Republika Po³udniowej Afryki)";"ZAR";0,2819;NA;NA;NA
"4788";"A";"137/A/NBP/2017";"2017-07-18";"real (Brazylia)";"BRL";1,1458;NA;NA;NA
"4789";"A";"137/A/NBP/2017";"2017-07-18";"ringgit (Malezja)";"MYR";0,8506;NA;NA;NA
"4790";"A";"137/A/NBP/2017";"2017-07-18";"rubel rosyjski";"RUB";0,0615;NA;NA;NA
"4791";"A";"137/A/NBP/2017";"2017-07-18";"rupia indonezyjska";"IDR";0,00027402;NA;NA;NA
"4792";"A";"137/A/NBP/2017";"2017-07-18";"rupia indyjska";"INR";0,056693;NA;NA;NA
"4793";"A";"137/A/NBP/2017";"2017-07-18";"won po³udniowokoreañski";"KRW";0,003244;NA;NA;NA
"4794";"A";"137/A/NBP/2017";"2017-07-18";"yuan renminbi (Chiny)";"CNY";0,5397;NA;NA;NA
"4795";"A";"137/A/NBP/2017";"2017-07-18";"SDR (MFW)";"XDR";5,1125;NA;NA;NA
"4796";"A";"138/A/NBP/2017";"2017-07-19";"bat (Tajlandia)";"THB";0,1085;NA;NA;NA
"4797";"A";"138/A/NBP/2017";"2017-07-19";"dolar amerykañski";"USD";3,6486;NA;NA;NA
"4798";"A";"138/A/NBP/2017";"2017-07-19";"dolar australijski";"AUD";2,8896;NA;NA;NA
"4799";"A";"138/A/NBP/2017";"2017-07-19";"dolar Hongkongu";"HKD";0,4673;NA;NA;NA
"4800";"A";"138/A/NBP/2017";"2017-07-19";"dolar kanadyjski";"CAD";2,8883;NA;NA;NA
"4801";"A";"138/A/NBP/2017";"2017-07-19";"dolar nowozelandzki";"NZD";2,6861;NA;NA;NA
"4802";"A";"138/A/NBP/2017";"2017-07-19";"dolar singapurski";"SGD";2,6654;NA;NA;NA
"4803";"A";"138/A/NBP/2017";"2017-07-19";"euro";"EUR";4,2057;NA;NA;NA
"4804";"A";"138/A/NBP/2017";"2017-07-19";"forint (Wêgry)";"HUF";0,013734;NA;NA;NA
"4805";"A";"138/A/NBP/2017";"2017-07-19";"frank szwajcarski";"CHF";3,8256;NA;NA;NA
"4806";"A";"138/A/NBP/2017";"2017-07-19";"funt szterling";"GBP";4,753;NA;NA;NA
"4807";"A";"138/A/NBP/2017";"2017-07-19";"hrywna (Ukraina)";"UAH";0,1406;NA;NA;NA
"4808";"A";"138/A/NBP/2017";"2017-07-19";"jen (Japonia)";"JPY";0,032567;NA;NA;NA
"4809";"A";"138/A/NBP/2017";"2017-07-19";"korona czeska";"CZK";0,1615;NA;NA;NA
"4810";"A";"138/A/NBP/2017";"2017-07-19";"korona duñska";"DKK";0,5655;NA;NA;NA
